corner_index,x,y
0,473.873169,271.632568
1,449.254761,270.771423
2,424.021515,269.607452
3,398.319275,268.776733
4,372.728516,267.762146
5,347.093353,266.707336
6,320.758850,266.041718
7,295.065491,265.265320
8,268.670593,264.267090
9,474.987152,245.821899
10,450.145050,245.033661
11,424.908966,243.761063
12,399.298615,242.621170
13,373.553192,241.823441
14,347.618439,241.043030
15,321.305725,240.157455
16,295.538757,239.105530
17,269.434265,238.342484
18,475.494568,220.353287
19,451.103424,219.230789
20,425.437378,218.237183
21,400.023041,216.840149
22,374.230530,215.838531
23,348.166687,214.809937
24,322.061066,213.871964
25,296.192719,213.186081
26,270.173462,212.431320
27,475.550507,194.722839
28,449.347260,194.456024
29,423.500641,193.675644
30,398.659393,192.417313
31,374.203400,190.446350
32,348.635681,189.157547
33,322.776642,188.415558
34,296.481537,187.534973
35,270.402283,186.829224
36,474.123322,169.938507
37,447.935547,169.951553
38,422.193848,169.553085
39,397.114105,168.426880
40,372.425201,166.863724
41,348.508270,164.113373
42,322.916687,162.692276
43,297.154968,161.975037
44,270.956085,161.327194
45,472.929199,145.280075
46,446.699921,145.551498
47,420.741333,145.665359
48,395.742462,144.815170
49,371.686523,142.808243
50,348.570557,139.575043
51,323.353363,138.043427
52,297.620483,136.991211
53,271.571167,136.272385
