corner_index,x,y
0,199.194382,188.989197
1,220.749298,178.388748
2,241.890671,167.806351
3,262.770538,157.460068
4,283.379669,147.417252
5,303.504089,137.491760
6,323.468536,127.542511
7,343.372131,117.733429
8,363.169678,108.142670
9,210.250824,210.432266
10,231.616318,199.736374
11,252.551468,189.329941
12,272.865448,178.922592
13,292.875305,168.703522
14,312.782806,158.804901
15,332.818542,148.806061
16,352.590637,138.879974
17,372.575500,129.058456
18,220.911835,232.038895
19,242.007950,221.322769
20,262.711304,210.533249
21,282.829773,200.317825
22,302.633606,190.016495
23,322.427032,179.928543
24,342.344696,169.747528
25,362.107300,159.844147
26,381.873901,149.853928
27,231.316116,253.731949
28,252.128799,242.691620
29,272.424591,232.129395
30,292.463776,221.490417
31,312.462494,211.229935
32,332.202972,200.914581
33,351.861084,190.776703
34,371.628815,180.722809
35,391.465637,170.713913
36,241.358582,275.314911
37,262.271515,264.377411
38,282.708771,253.397217
39,302.645599,242.675888
40,322.406769,232.155975
41,341.870331,221.953293
42,361.665924,211.647232
43,381.312134,201.499283
44,400.981750,191.530045
45,251.018814,296.509247
46,272.191895,285.736938
47,292.773376,274.726196
48,312.838806,263.870880
49,332.473022,253.313690
50,351.826355,242.718796
51,371.421204,232.534683
52,390.919434,222.220123
53,410.604462,212.200790
