corner_index,x,y
0,526.859253,220.129395
1,503.479065,226.151062
2,479.616455,231.894638
3,455.458801,237.607681
4,431.201752,243.598679
5,406.583221,249.486954
6,382.006531,255.501343
7,357.309235,261.470337
8,332.513367,267.626221
9,521.485291,195.735123
10,498.251221,201.520294
11,474.260742,207.386093
12,449.834991,213.300583
13,425.330170,218.904358
14,400.654114,224.921143
15,376.080231,230.923492
16,351.275696,236.939850
17,326.356110,242.930252
18,515.797485,171.243607
19,492.573761,176.977570
20,468.375000,182.802856
21,444.243500,188.480942
22,419.482056,194.379166
23,394.874603,200.309555
24,370.113617,206.211899
25,345.199097,212.238266
26,320.223846,218.436951
27,509.165161,146.765945
28,484.316498,153.446671
29,459.720856,159.806229
30,436.195831,164.983871
31,412.788391,169.932068
32,388.655579,175.522141
33,363.671234,181.536255
34,338.871063,187.491379
35,313.877045,193.603790
36,500.974182,123.099037
37,476.152679,130.093201
38,451.572144,136.689957
39,427.767731,142.271057
40,404.355591,147.408279
41,381.707703,151.389542
42,357.257538,156.899948
43,332.472595,162.937164
44,307.649445,169.181412
45,493.223907,99.623291
46,468.295959,106.663185
47,443.697205,113.719330
48,419.757172,119.759995
49,396.901672,124.441109
50,374.922302,127.644806
51,350.686554,132.739151
52,326.075409,138.694901
53,301.369659,144.900620
