corner_index,x,y
0,239.360764,91.989105
1,260.115936,100.836235
2,281.094910,109.858841
3,302.193848,119.275970
4,323.451477,128.511383
5,345.056946,138.145111
6,366.891144,147.938721
7,388.761932,157.903824
8,410.584869,168.393402
9,229.641388,112.789391
10,250.374115,121.897148
11,271.318512,131.271759
12,292.398468,140.483078
13,313.473022,149.858337
14,334.952179,159.495575
15,356.708740,169.284058
16,378.672058,179.143890
17,400.868591,189.204514
18,220.242447,134.023666
19,240.764587,143.299911
20,261.809814,152.506897
21,282.593231,161.830627
22,303.781952,171.391739
23,325.042542,180.978165
24,346.706818,190.736145
25,368.605682,200.652634
26,390.743469,210.776947
27,210.622498,154.876587
28,231.353867,164.344284
29,251.994995,173.522141
30,273.070862,183.267914
31,294.269440,192.832626
32,315.435028,202.501053
33,336.859985,212.370163
34,358.619659,222.369553
35,380.700531,232.460968
36,201.634613,175.877457
37,221.757538,185.346451
38,242.642944,194.698761
39,263.319580,204.358307
40,284.598389,214.153366
41,305.701935,223.854248
42,327.287872,233.620987
43,348.716431,243.695694
44,370.763092,254.068466
45,192.578094,196.699112
46,212.536713,206.313293
47,233.090790,215.918106
48,253.809326,225.513855
49,274.859039,235.245132
50,296.145660,245.055267
51,317.452332,255.151825
52,339.094849,265.177948
53,361.002716,275.470642
