corner_index,x,y
0,240.799072,308.820709
1,217.922913,299.501526
2,195.635788,290.148987
3,174.468979,281.274536
4,153.660278,272.542175
5,132.607849,263.965515
6,112.027359,255.594559
7,91.162018,247.337067
8,70.205688,239.588943
9,250.112564,283.770660
10,227.571198,274.552795
11,205.333923,265.727783
12,183.364609,257.171600
13,161.816589,248.631699
14,140.562958,240.341797
15,119.348343,232.259613
16,98.368683,224.439301
17,77.378380,216.663528
18,258.911285,258.545868
19,236.453918,250.004120
20,214.122055,241.347153
21,191.602539,232.879974
22,169.991730,224.642502
23,148.397644,216.851593
24,126.687401,208.831711
25,105.414482,201.228455
26,84.329704,193.581924
27,268.191650,233.319748
28,245.274033,225.061600
29,222.441071,216.711456
30,200.191925,208.525589
31,177.903778,200.818253
32,156.146896,193.139175
33,134.089752,185.347214
34,112.482597,177.816238
35,91.004532,170.533997
36,277.091217,208.433807
37,253.767288,200.265244
38,231.035080,192.209305
39,208.379532,184.451935
40,186.114777,176.772491
41,163.630127,169.078690
42,141.412949,161.632248
43,119.273506,154.427673
44,97.951828,147.321655
45,285.350128,183.237976
46,262.235840,175.466431
47,239.288574,167.743134
48,216.564545,160.168411
49,193.989136,152.604507
50,171.198090,145.207581
51,148.513809,138.104721
52,126.239059,130.960266
53,104.364975,124.346092
