corner_index,x,y
0,284.569458,169.304443
1,306.830170,165.946045
2,329.568176,162.597855
3,352.565826,159.335022
4,375.884583,156.281174
5,399.302368,153.443817
6,422.603088,150.535767
7,446.417053,147.491028
8,470.615509,144.244812
9,287.062927,191.717606
10,309.600525,188.608597
11,332.500824,185.409668
12,355.588257,182.350647
13,379.061249,179.367645
14,402.452667,176.549301
15,425.978516,173.602341
16,449.674042,170.570618
17,473.947723,167.608810
18,289.961334,214.377243
19,312.583008,211.417465
20,335.609161,208.427429
21,358.654083,205.443649
22,382.151764,202.490417
23,405.615570,199.493378
24,429.377625,196.583969
25,453.200958,193.855515
26,477.527069,191.040268
27,292.992157,237.099777
28,315.687683,234.254578
29,338.658295,231.441238
30,361.752106,228.485382
31,385.368622,225.618851
32,408.919067,222.730774
33,432.740082,219.901855
34,456.704468,217.303055
35,481.103973,214.521942
36,296.268463,259.760498
37,318.809784,257.283112
38,341.829071,254.438980
39,364.945221,251.678589
40,388.539703,248.903000
41,412.266815,246.250244
42,436.337830,243.454865
43,460.398285,240.793747
44,484.794312,238.168152
45,299.410706,282.526062
46,322.035217,279.918884
47,344.906372,277.396118
48,368.365387,274.773956
49,391.908630,272.224121
50,415.616669,269.566132
51,439.757690,267.110809
52,464.247101,264.510040
53,488.617065,261.888702
