corner_index,x,y
0,184.594666,130.830536
1,212.496109,135.030136
2,240.072128,140.213730
3,266.567261,145.667709
4,291.698578,151.970322
5,314.986145,158.679382
6,337.377563,165.370071
7,360.633942,171.404678
8,385.280853,176.649246
9,182.120087,155.461212
10,210.104172,160.713058
11,237.399109,166.407822
12,263.511963,172.378662
13,288.253357,178.782806
14,311.296692,185.360962
15,334.360382,191.447891
16,357.767090,197.298386
17,382.129700,202.842117
18,178.900009,182.295349
19,206.826263,187.778717
20,233.848465,193.818359
21,260.044556,199.565948
22,284.567780,205.744049
23,307.800140,211.979218
24,331.384613,217.942810
25,355.430084,223.573776
26,379.222656,228.856995
27,175.187271,210.200272
28,202.887222,215.828339
29,230.308655,221.556335
30,256.281525,227.359970
31,281.082031,233.383545
32,304.747101,239.150101
33,328.595215,244.852295
34,352.615692,250.326004
35,376.988953,255.590256
36,171.153473,238.893188
37,199.068253,244.542770
38,226.263168,250.137009
39,252.433487,255.599228
40,277.332764,261.515076
41,301.433929,266.812775
42,325.833862,272.351929
43,350.384033,277.561249
44,374.798676,282.565918
45,166.826431,268.111908
46,194.950607,273.547180
47,222.408264,279.081940
48,248.604355,284.373840
49,273.654938,289.828705
50,298.400970,295.190826
51,323.390381,300.324097
52,348.148071,305.271271
53,372.636627,310.194305
