corner_index,x,y
0,517.119873,262.609406
1,490.358765,267.299744
2,463.651581,271.749908
3,437.479645,276.112549
4,411.575317,280.398346
5,386.280731,284.668701
6,361.194153,289.183289
7,336.545502,293.555237
8,312.231873,297.808197
9,511.429352,236.789963
10,484.541962,241.434540
11,458.189087,246.190704
12,431.922455,250.635284
13,406.274963,255.350693
14,380.872589,259.873322
15,355.823456,264.423706
16,331.277893,268.983124
17,306.844666,273.630432
18,505.769714,211.144562
19,479.081879,215.942642
20,452.637817,220.686401
21,426.595123,225.513748
22,400.943817,230.209885
23,375.532257,234.869141
24,350.683014,239.656265
25,326.088989,244.535568
26,301.836121,249.295074
27,499.795258,185.489319
28,473.223358,190.695251
29,447.014465,195.782532
30,421.336365,200.593826
31,395.690491,205.429535
32,370.578949,210.226624
33,345.611755,215.163361
34,321.300079,219.936630
35,297.110168,224.817444
36,493.880310,160.379807
37,467.485046,165.948944
38,441.588318,171.441345
39,416.094513,176.388977
40,390.610718,181.128098
41,365.552429,185.566544
42,340.711487,190.670441
43,316.416199,195.589661
44,292.364166,200.727798
45,487.901398,135.523270
46,461.869293,141.500320
47,436.256348,147.103012
48,410.911255,152.447006
49,385.716370,156.778244
50,360.852722,161.420547
51,336.173309,166.499542
52,311.641632,171.571762
53,287.659454,176.844025
