corner_index,x,y
0,425.265991,298.879211
1,397.603271,296.578125
2,370.798065,294.502808
3,344.586273,292.227417
4,319.119293,290.058868
5,294.456970,288.079865
6,270.304871,286.228882
7,247.117752,284.512421
8,224.391113,282.708160
9,426.704987,269.994293
10,399.173004,268.154419
11,372.304901,266.398987
12,346.052338,264.809509
13,320.728638,262.904633
14,296.269562,261.397095
15,271.947876,259.743774
16,248.670059,258.590332
17,225.473480,257.357147
18,427.315460,241.373856
19,400.315674,240.149399
20,373.450500,238.711273
21,347.370697,237.331497
22,322.000549,236.115952
23,297.412109,234.803131
24,273.366821,233.650330
25,249.475739,232.718170
26,226.494553,231.556107
27,428.050140,212.866806
28,401.212067,211.827728
29,374.510010,211.065903
30,348.348663,210.100296
31,322.664490,209.238617
32,297.847015,208.526901
33,273.557159,207.602280
34,250.107712,206.851532
35,226.912506,206.268234
36,428.933044,184.483307
37,401.949280,184.062164
38,375.311493,183.470444
39,348.617218,183.150375
40,323.092987,182.435715
41,298.217560,182.215393
42,273.825104,181.652512
43,250.244568,181.244476
44,227.105606,180.870239
45,429.474945,156.170776
46,402.702820,156.260132
47,375.800476,156.064651
48,348.825653,155.811478
49,323.304779,155.818344
50,298.291901,155.718475
51,273.953613,155.635010
52,250.298660,155.456345
53,227.431610,155.483932
