corner_index,x,y
0,530.053162,298.860016
1,501.508575,296.756805
2,473.025848,294.540283
3,445.363495,292.274597
4,418.410858,290.089996
5,392.500977,287.976654
6,367.089478,286.182312
7,342.340668,284.471680
8,318.415192,282.744232
9,531.435669,270.590302
10,502.450714,268.628540
11,473.922485,266.497986
12,446.397919,264.743286
13,419.551514,263.129364
14,393.707581,261.386139
15,368.228882,259.871887
16,343.578644,258.453674
17,319.470917,257.386841
18,531.869507,242.354294
19,503.203827,240.544586
20,474.836548,239.177139
21,447.132568,237.455444
22,420.490295,236.230774
23,394.399811,234.897980
24,369.087494,233.983322
25,344.214386,232.850769
26,319.903107,232.109177
27,532.566040,213.608353
28,503.658875,212.500916
29,475.552246,211.423676
30,447.972473,210.199020
31,421.294006,209.268661
32,395.008148,208.498993
33,369.363495,207.635345
34,344.473053,206.782516
35,319.911926,206.368408
36,533.252563,185.270386
37,504.398102,184.640152
38,475.911377,183.755371
39,448.227661,183.206070
40,421.245087,182.476181
41,395.109192,182.101959
42,369.519745,181.434998
43,344.510132,181.247482
44,320.039948,180.663589
45,533.632385,157.089386
46,504.770111,156.708694
47,476.338196,156.478729
48,448.361633,155.909546
49,421.363098,155.794220
50,395.141388,155.588730
51,369.584717,155.375015
52,344.590149,155.274948
53,320.324097,155.325119
