corner_index,x,y
0,381.187347,251.512497
1,353.657501,258.970886
2,326.713043,266.302704
3,300.317993,273.665253
4,273.984894,280.974396
5,248.240570,288.124481
6,222.270615,294.838928
7,196.569168,301.794708
8,171.245132,308.568756
9,373.428680,224.932098
10,346.377716,232.565262
11,319.718475,240.017975
12,293.637665,247.143814
13,267.527069,254.680939
14,241.856949,261.776001
15,216.171738,269.004456
16,190.559296,275.968079
17,165.234726,282.582153
18,365.564392,198.470047
19,338.889282,206.569290
20,312.870636,214.212463
21,286.704193,221.562027
22,261.136810,228.691193
23,235.531647,236.072754
24,210.154739,243.085709
25,184.592575,250.061157
26,159.126953,256.742767
27,358.104309,172.562180
28,331.717682,180.611252
29,305.830902,188.538773
30,280.233643,196.134674
31,254.561874,203.569321
32,229.285324,210.742828
33,203.688934,217.748978
34,178.394257,224.588257
35,153.184921,231.381699
36,350.597992,146.997009
37,324.582367,155.320786
38,298.766571,163.227142
39,273.420074,170.932144
40,248.141998,178.481842
41,222.878311,185.707306
42,197.488907,192.559616
43,172.319611,199.562561
44,147.179596,206.136932
45,343.272491,121.830887
46,317.406921,130.251892
47,291.857788,138.466934
48,266.912750,146.280243
49,241.676788,153.901474
50,216.524796,161.027344
51,191.329147,167.713882
52,166.202332,174.516647
53,141.253555,181.454575
