corner_index,x,y
0,166.491165,133.931900
1,189.247314,140.332306
2,211.904297,146.526413
3,234.508881,152.824905
4,256.934662,158.884476
5,279.583801,165.097565
6,302.688843,170.340652
7,325.728760,174.628555
8,348.737915,178.565262
9,160.183151,156.907181
10,182.703430,163.333176
11,205.641342,169.437668
12,228.354065,175.536652
13,251.095825,181.730423
14,274.036224,187.640060
15,297.261963,193.067078
16,320.334381,197.574799
17,343.667664,202.282364
18,153.476547,180.026276
19,176.585098,186.401566
20,199.523849,192.499435
21,222.385590,198.482010
22,245.244522,204.501968
23,268.384003,210.388718
24,291.702179,215.705627
25,315.036407,220.720581
26,338.432190,225.692322
27,147.306290,203.250214
28,170.276474,209.454697
29,193.393433,215.389542
30,216.470383,221.472015
31,239.449554,227.390320
32,262.683990,233.352173
33,286.024750,238.756470
34,309.401642,243.860474
35,333.166534,249.328308
36,141.077057,226.464371
37,164.077225,232.554123
38,187.389114,238.635818
39,210.368393,244.675262
40,233.712936,250.557602
41,256.995880,256.564056
42,280.442841,262.073822
43,304.153076,267.664581
44,327.731720,273.063599
45,134.985031,249.688705
46,158.095505,256.105713
47,181.287582,262.059235
48,204.398148,267.954071
49,227.765411,274.094543
50,251.211105,279.917847
51,274.616455,285.614746
52,298.346191,291.436676
53,322.261383,297.155426
