corner_index,x,y
0,434.953308,218.921524
1,411.530975,225.111450
2,387.511353,231.345581
3,363.233398,237.345032
4,338.503754,243.424652
5,314.081940,249.423172
6,289.364441,255.462463
7,264.491547,261.653687
8,239.624100,267.734070
9,429.654205,194.541061
10,406.234131,200.647644
11,381.940063,206.755096
12,357.534973,212.818115
13,332.609161,218.915115
14,308.241302,224.774750
15,283.291046,230.807663
16,258.562744,236.880402
17,233.677200,243.100983
18,423.988922,170.163498
19,400.638306,176.211151
20,376.274536,182.244644
21,351.839020,188.103760
22,326.916595,194.258057
23,302.281403,200.270920
24,277.446503,206.269028
25,252.558395,212.368469
26,227.747726,218.405853
27,417.497284,145.523834
28,392.776154,152.623230
29,368.388123,159.108490
30,344.404602,164.702209
31,320.460938,169.868652
32,296.121246,175.512726
33,271.286163,181.570389
34,246.544357,187.610718
35,221.661972,193.682358
36,409.653412,122.096817
37,385.321045,129.319962
38,360.800323,136.070602
39,336.861786,142.021622
40,312.838104,147.373444
41,289.683716,151.562958
42,265.072906,157.164948
43,240.479248,163.292694
44,215.706772,169.395691
45,402.178619,98.708099
46,377.684265,106.166176
47,353.557312,113.335991
48,329.485748,119.511681
49,306.163147,124.342766
50,283.340790,127.641167
51,259.031464,133.227356
52,234.324890,138.990021
53,209.706314,145.291397
