corner_index,x,y
0,157.070480,92.729080
1,176.477814,101.313271
2,196.580383,110.244987
3,216.921066,119.384323
4,237.589462,128.510834
5,258.730316,138.149338
6,280.250427,147.957794
7,301.770203,157.883682
8,323.425659,168.407333
9,147.327209,113.358849
10,166.862335,122.175087
11,187.090744,131.201340
12,207.343292,140.548981
13,227.806656,149.919525
14,248.588165,159.454590
15,269.863495,169.279388
16,291.346527,178.916748
17,313.215485,189.261200
18,137.738907,134.118576
19,157.396332,143.109909
20,177.715286,152.244446
21,197.689255,161.514282
22,218.251770,171.300278
23,238.940933,180.758331
24,259.767151,190.672241
25,281.163910,200.592270
26,302.833344,210.611496
27,128.321823,154.593292
28,147.894669,163.886978
29,167.828186,173.215347
30,188.331665,182.868896
31,208.737625,192.483704
32,229.408234,202.217773
33,250.111313,212.160843
34,271.132599,222.130112
35,292.738770,232.308197
36,119.416443,175.488953
37,138.396774,184.729675
38,158.283707,194.268753
39,178.412994,203.776917
40,199.244492,213.818161
41,219.665253,223.554871
42,240.462936,233.505554
43,261.476562,243.532623
44,283.019989,253.744583
45,110.602562,196.210297
46,129.305313,205.578857
47,148.778534,215.183060
48,168.787308,224.994476
49,189.366089,234.786667
50,210.068390,244.600418
51,230.672409,254.862457
52,251.676697,264.984467
53,272.906067,275.640839
