corner_index,x,y
0,436.547791,202.960266
1,418.532562,212.780975
2,400.001892,222.775131
3,380.627808,232.716827
4,361.093506,242.885834
5,340.770721,253.156631
6,320.395233,263.645935
7,299.505341,274.548584
8,278.386383,285.511841
9,428.203400,181.499283
10,410.335297,191.131378
11,391.661255,200.763367
12,372.276489,210.595703
13,352.305267,220.771149
14,332.039612,230.999863
15,311.499786,241.324432
16,290.783752,251.919678
17,269.315948,262.731262
18,419.526215,159.800293
19,401.885040,169.176666
20,382.758392,178.819778
21,363.456573,188.513626
22,343.311340,198.518265
23,322.687317,208.604263
24,302.008789,218.823227
25,281.105713,229.257629
26,259.545746,239.825516
27,409.960999,138.290680
28,390.148560,148.210144
29,370.481201,158.201630
30,351.487640,167.403488
31,332.399902,176.506638
32,312.733887,186.118835
33,291.819824,196.337982
34,270.612701,206.413330
35,249.037430,217.107407
36,398.878632,117.374466
37,378.695251,127.354187
38,358.689178,137.230042
39,339.307587,146.504333
40,320.115906,155.677795
41,301.456299,164.299927
42,281.047974,173.863754
43,259.882019,184.096909
44,238.280685,194.248810
45,387.941864,96.502449
46,367.548462,106.488747
47,347.239258,116.334656
48,327.433533,125.865822
49,308.478699,134.551025
50,290.083221,142.549698
51,269.823029,151.731445
52,248.740906,161.675064
53,227.216827,171.689056
