corner_index,x,y
0,287.753357,129.944992
1,315.751221,134.369110
2,342.956818,139.486984
3,368.973419,145.147141
4,393.185852,151.563492
5,415.385376,158.369949
6,436.580658,165.231293
7,458.638245,171.523819
8,482.610352,177.094269
9,286.966766,154.824188
10,314.588684,160.280655
11,341.386169,165.879868
12,366.582092,171.803818
13,390.490173,178.333206
14,412.444977,184.861649
15,434.440216,191.380127
16,456.769287,197.404114
17,480.092957,203.086899
18,284.974152,181.803268
19,312.354980,187.388107
20,338.732666,193.314026
21,364.254395,199.208405
22,387.613892,205.490051
23,409.958771,211.631073
24,432.447632,217.733368
25,455.012238,223.599548
26,478.337158,229.245041
27,282.454773,209.857956
28,309.565521,215.602463
29,336.089447,221.364044
30,361.410461,227.240417
31,385.064789,233.134018
32,407.501862,238.962479
33,430.481018,244.754379
34,453.561737,250.332535
35,476.743561,255.622070
36,279.504333,238.746933
37,306.832458,244.378937
38,333.267365,249.805618
39,358.584412,255.391739
40,382.210144,261.176575
41,405.348877,266.677002
42,428.519348,272.171448
43,452.272369,277.456390
44,475.661011,282.659058
45,276.605988,267.850159
46,303.810608,273.402740
47,330.372742,278.807007
48,355.789856,284.102081
49,379.989319,289.507507
50,403.342102,294.720703
51,427.120819,300.044617
52,450.987762,304.876831
53,474.668854,309.748779
