corner_index,x,y
0,263.576660,163.438538
1,286.619232,162.937286
2,309.579834,162.624908
3,332.818665,162.459930
4,356.242584,162.274094
5,379.354675,162.137222
6,403.091492,161.774109
7,426.477539,161.695129
8,450.057556,161.659210
9,263.860229,186.266083
10,286.992004,185.871628
11,309.822968,185.544266
12,333.039307,185.365387
13,356.389526,185.060181
14,379.504333,184.693069
15,403.264832,184.650848
16,426.738312,184.504135
17,450.639557,184.541931
18,264.312469,208.836899
19,287.317261,208.591324
20,310.284149,208.223007
21,333.326904,207.974411
22,356.527100,207.811111
23,379.639099,207.718979
24,403.411041,207.704636
25,426.906738,207.794083
26,451.004303,207.854355
27,264.550476,231.475250
28,287.607483,231.048599
29,310.598389,230.981873
30,333.489594,230.788864
31,356.819794,230.640503
32,379.792938,230.684555
33,403.617920,230.697540
34,427.123596,230.649490
35,451.264069,230.766205
36,265.376587,254.034195
37,287.978668,253.792435
38,311.115875,253.523117
39,333.696777,253.463943
40,357.228455,253.463577
41,380.208435,253.529663
42,403.821350,253.618866
43,427.397034,253.772705
44,451.418549,253.900772
45,265.702759,276.374939
46,288.574036,276.330231
47,311.387268,276.330078
48,334.276550,276.168945
49,357.501495,276.226013
50,380.542419,276.231628
51,404.227264,276.459900
52,427.745575,276.604187
53,451.694183,277.125763
