corner_index,x,y
0,296.065277,139.471970
1,318.107971,138.765686
2,341.796875,138.601074
3,366.803589,138.763580
4,393.608704,139.590714
5,421.476746,140.272980
6,449.612610,141.104294
7,476.952545,141.448090
8,502.924744,141.603012
9,291.492920,164.526443
10,314.840637,164.552811
11,339.362030,165.361145
12,365.360992,166.324295
13,392.547394,167.073715
14,420.327057,168.158737
15,448.313293,169.295380
16,475.750885,170.276138
17,502.915558,171.256622
18,288.635254,190.350677
19,312.713837,191.277374
20,338.045807,192.471069
21,364.018127,193.589691
22,391.434082,194.672729
23,419.056183,196.252670
24,446.849182,197.661621
25,474.656372,199.254364
26,502.273895,200.719910
27,286.706085,216.626450
28,311.382324,218.025925
29,336.616486,219.454010
30,363.179810,220.938751
31,390.163391,222.497772
32,417.843475,224.272430
33,445.580597,226.109451
34,473.365936,228.252869
35,501.430969,230.419922
36,285.464874,242.788712
37,310.066376,244.619064
38,335.603821,246.438766
39,361.902557,248.342407
40,389.346313,250.307709
41,416.626617,252.385666
42,444.478546,254.773361
43,472.276978,257.353668
44,500.474976,260.145325
45,284.469727,269.314301
46,309.292786,271.307220
47,334.693787,273.379578
48,360.809692,275.497650
49,388.286285,277.791992
50,415.678864,280.371124
51,443.394897,283.363556
52,471.370972,286.434937
53,499.493744,289.719604
