corner_index,x,y
0,462.255890,299.026642
1,433.343933,301.177124
2,405.129303,303.499725
3,377.301422,305.668762
4,350.157166,308.052155
5,323.580994,310.613190
6,297.287048,312.744904
7,271.613922,315.212189
8,246.357483,317.631805
9,458.649506,270.500610
10,430.133331,273.140472
11,401.758820,275.588409
12,374.496094,278.349731
13,347.240326,280.805542
14,320.909454,283.400513
15,294.765656,286.111176
16,269.176453,288.631683
17,243.530228,291.309998
18,454.904175,242.457306
19,426.594208,245.333481
20,398.767334,248.201645
21,371.329315,251.049088
22,344.415009,253.919128
23,317.921722,256.720886
24,291.967896,259.535583
25,266.302063,262.391602
26,240.788269,265.139893
27,451.289093,214.483109
28,423.236053,217.784210
29,395.706390,220.976105
30,368.447083,224.131256
31,341.463593,227.273651
32,314.902649,230.255112
33,288.829224,233.326477
34,263.137726,236.257568
35,237.832489,239.334076
36,447.733276,187.044510
37,419.813965,190.589554
38,392.458160,194.022583
39,365.178741,197.234055
40,338.157135,200.476456
41,311.660278,203.702789
42,285.629211,206.891495
43,259.945618,210.278214
44,234.624313,213.404175
45,444.054871,159.672928
46,416.413025,163.598099
47,389.146912,167.267746
48,361.651947,170.466522
49,334.852020,174.057800
50,308.420990,177.374603
51,282.427795,180.756088
52,256.644562,184.328552
53,231.509903,187.617462
