corner_index,x,y
0,479.817596,266.435974
1,450.550964,270.240845
2,421.970428,274.183319
3,394.007141,278.129333
4,366.428009,282.096130
5,339.401398,285.923859
6,312.529022,289.719208
7,285.919708,293.566925
8,259.761047,297.410187
9,474.674652,237.915909
10,445.703064,242.359375
11,417.403076,246.405701
12,389.541840,250.499771
13,362.081726,254.719940
14,335.092499,258.769806
15,308.379639,262.866211
16,281.892944,266.773193
17,255.692673,270.741638
18,469.536987,209.886337
19,440.852539,214.462616
20,412.730927,218.793701
21,385.127991,223.316452
22,357.851105,227.600647
23,330.981598,231.876724
24,304.427185,236.138901
25,277.953979,240.372025
26,251.774292,244.484665
27,464.616608,182.169235
28,436.239594,186.982178
29,408.228241,191.795975
30,380.839630,196.285187
31,353.621643,200.949539
32,326.857941,205.357834
33,300.271027,209.612335
34,273.970551,213.775314
35,247.661240,218.248169
36,459.585999,154.684952
37,431.321503,159.724243
38,403.597748,164.795654
39,376.522858,169.688293
40,349.553955,174.259521
41,322.726868,179.000748
42,296.209900,183.370071
43,269.730286,187.636536
44,243.571808,191.951706
45,454.675659,127.756248
46,426.518372,133.001801
47,399.200439,138.216003
48,372.215881,143.284897
49,345.320465,148.107147
50,318.500427,152.684280
51,291.953766,157.119278
52,265.593842,161.578110
53,239.507187,165.895203
