corner_index,x,y
0,201.833878,169.066040
1,223.510803,165.676041
2,245.524399,162.401489
3,268.122192,158.885712
4,291.128387,155.860596
5,314.341400,152.988815
6,337.702301,149.679794
7,361.348236,146.434967
8,384.873291,142.910294
9,203.999710,191.439331
10,226.044510,188.191757
11,248.465759,185.042648
12,270.873688,181.897568
13,293.914001,178.878555
14,317.268982,175.860229
15,340.671448,172.790268
16,364.419159,169.591614
17,388.444580,166.282990
18,206.544006,213.902710
19,228.654648,211.081177
20,251.301193,207.893799
21,273.745880,205.066101
22,296.955322,202.014206
23,320.283020,198.849594
24,343.860809,195.870285
25,367.664276,192.880646
26,391.679474,189.827393
27,209.363770,236.743958
28,231.578461,233.932877
29,254.102249,230.957031
30,276.826904,228.090820
31,299.900238,225.056610
32,323.319244,222.358124
33,346.935242,219.244965
34,370.855042,216.304169
35,395.143951,213.353745
36,212.189850,259.531891
37,234.586517,256.893951
38,257.153687,254.019379
39,279.792114,251.381454
40,303.004547,248.655441
41,326.460571,245.523819
42,350.263458,242.820175
43,374.290283,239.997589
44,398.490295,237.146240
45,215.095108,282.433319
46,237.448471,279.952728
47,260.002960,277.389954
48,282.865509,274.685974
49,306.280334,271.877228
50,329.551727,269.180176
51,353.506561,266.686707
52,377.638855,263.875458
53,401.951630,261.116028
