corner_index,x,y
0,467.181427,221.766739
1,441.117706,229.287003
2,415.197998,236.649216
3,389.507172,243.999878
4,363.669220,251.279907
5,338.175323,258.324585
6,312.636719,265.360321
7,287.040131,272.445404
8,261.405457,279.247986
9,459.666565,196.440063
10,433.818390,203.812592
11,408.168457,211.220749
12,382.466919,218.430466
13,356.769226,225.595795
14,331.340759,232.828537
15,305.746979,239.810242
16,280.392670,246.711655
17,254.659012,253.569077
18,452.250031,170.848663
19,426.514862,178.493011
20,400.993927,185.844086
21,375.418884,193.148224
22,349.936279,200.330353
23,324.602356,207.494247
24,299.131256,214.453430
25,273.799683,221.326736
26,248.274551,228.207581
27,444.680389,145.632126
28,419.283813,153.225327
29,393.760010,160.659653
30,368.464478,168.058731
31,343.090485,175.278046
32,317.838348,182.252380
33,292.485657,189.196365
34,267.225311,195.723541
35,241.670868,202.621735
36,437.466980,120.728409
37,412.111084,128.282578
38,386.618408,135.772095
39,361.536407,143.112839
40,336.388824,150.372238
41,311.161377,157.242844
42,285.790161,163.973557
43,260.554016,170.699280
44,235.216492,177.217316
45,430.183899,96.004562
46,404.777618,103.548203
47,379.659149,111.021561
48,354.662292,118.595879
49,329.718323,125.811485
50,304.510956,132.523331
51,279.287811,139.011200
52,253.878403,145.594330
53,228.612564,152.071686
