corner_index,x,y
0,412.558655,279.600647
1,386.819611,277.587555
2,361.748169,275.746887
3,336.948669,273.736664
4,312.558350,271.774628
5,288.761963,269.879028
6,265.381805,268.011749
7,242.808319,266.258545
8,220.719574,264.310852
9,414.630463,252.177246
10,388.940155,250.457123
11,363.715424,248.847565
12,338.869720,247.422729
13,314.626343,245.584381
14,290.883423,244.060013
15,267.295410,242.356995
16,244.559021,241.019058
17,221.881088,239.493073
18,415.785919,224.722488
19,390.669189,223.494781
20,365.475555,222.166824
21,340.653137,220.654800
22,316.310028,219.413589
23,292.399719,218.003830
24,268.821716,216.664413
25,245.508148,215.549698
26,223.037598,214.193924
27,417.158569,197.410934
28,392.113434,196.227737
29,367.016602,195.243698
30,342.136383,194.056030
31,317.394104,192.929443
32,293.232117,192.078491
33,269.405273,190.881516
34,246.383148,189.923904
35,223.693405,189.102203
36,418.547119,169.964386
37,393.334167,169.261215
38,368.209808,168.323380
39,342.739960,167.557037
40,318.128448,166.529999
41,293.826660,165.960724
42,270.015747,165.210587
43,246.790756,164.465256
44,224.188126,163.923386
45,419.555115,142.527176
46,394.479187,142.237396
47,369.074249,141.544159
48,343.352814,140.815826
49,318.619598,140.420624
50,294.316528,139.846191
51,270.505127,139.468704
52,247.309280,138.945190
53,224.846741,138.673630
