corner_index,x,y
0,517.940247,182.010147
1,500.301208,189.976624
2,481.861969,198.131683
3,462.712036,206.416931
4,442.914673,214.813339
5,422.563263,223.411041
6,401.559967,232.007507
7,380.080688,240.821823
8,357.953186,249.958237
9,512.016235,159.952164
10,494.273682,167.684357
11,475.756500,175.720505
12,456.328430,183.808762
13,436.066467,191.900223
14,415.435455,200.384949
15,394.277924,208.845612
16,372.414673,217.611557
17,350.188324,226.383728
18,505.679718,137.757019
19,488.174561,145.352097
20,468.976868,153.121246
21,449.594391,160.821198
22,429.123138,168.962875
23,408.247864,177.232880
24,386.557312,185.516891
25,364.479645,193.990311
26,342.146271,202.653976
27,498.427002,115.586655
28,478.550385,123.612244
29,458.792755,131.531357
30,439.646454,138.816330
31,420.638214,145.948563
32,400.452789,153.740051
33,378.517731,161.917526
34,356.370605,170.372787
35,333.607758,178.775391
36,489.703247,93.795227
37,469.382996,101.862747
38,449.159302,109.667068
39,429.490631,117.146515
40,410.095825,124.185135
41,391.435089,130.703506
42,370.210541,138.444809
43,347.762421,146.599258
44,325.004395,155.073456
45,480.929077,71.923599
46,460.333405,79.899506
47,439.621399,88.007835
48,419.648773,95.446724
49,400.505005,102.017075
50,382.281982,107.774399
51,361.254089,115.110725
52,339.087646,122.994087
53,316.367432,131.269073
