corner_index,x,y
0,318.427338,268.802856
1,295.787537,263.846008
2,272.671692,258.855560
3,248.874573,253.355118
4,225.111679,247.751343
5,200.976486,242.484100
6,177.141830,236.652969
7,152.844986,231.247528
8,129.171753,225.703629
9,323.539215,245.160248
10,301.167786,240.018417
11,277.736755,234.529144
12,254.432663,229.004150
13,230.311111,223.491196
14,206.441071,217.969223
15,182.334381,212.325348
16,158.487549,206.847534
17,134.321548,201.291367
18,328.585419,221.394379
19,306.402618,216.001083
20,283.055206,210.437485
21,259.640381,204.850906
22,235.750458,199.322510
23,211.644821,193.577454
24,187.756012,187.887131
25,163.683838,182.268738
26,139.920898,176.798508
27,333.485535,197.659882
28,309.945587,192.838486
29,286.529572,187.451675
30,263.527832,181.504868
31,240.721024,175.271591
32,217.390396,169.291534
33,193.362778,163.631500
34,169.417114,158.237549
35,145.483826,152.654556
36,337.332245,174.508835
37,313.856720,169.678833
38,290.379852,164.545639
39,267.540070,158.778397
40,244.501160,152.546814
41,222.548523,145.542587
42,198.758057,139.636475
43,174.891922,134.230621
44,151.162521,128.657928
45,341.267883,151.453201
46,317.620422,146.909912
47,294.228729,142.228119
48,271.398651,136.407761
49,249.309372,129.865982
50,227.767029,122.313179
51,204.336075,116.101448
52,180.606445,110.379326
53,156.847321,104.832687
