corner_index,x,y
0,465.119141,250.948685
1,445.998962,252.723068
2,425.814667,254.667953
3,404.615173,256.637115
4,382.637909,258.570984
5,359.930298,260.368988
6,336.338226,262.413788
7,311.885040,264.420349
8,286.704407,266.495789
9,464.584290,226.535233
10,445.424774,227.984695
11,424.901825,229.584183
12,403.736908,231.303116
13,381.496399,232.842026
14,358.614075,234.497986
15,335.005463,236.241013
16,310.477936,237.903275
17,285.347473,239.611420
18,463.703949,202.211197
19,444.536530,203.322052
20,423.734406,204.523041
21,402.598358,205.767181
22,380.479614,207.194031
23,357.412811,208.476318
24,333.451965,209.789352
25,308.935791,211.390915
26,283.543274,212.836121
27,462.181335,177.703476
28,440.982697,179.055603
29,419.775055,180.359894
30,398.969055,181.031845
31,378.090393,181.520111
32,355.828522,182.425735
33,331.676666,183.598099
34,307.113190,184.718109
35,281.765411,186.181747
36,459.097931,153.544739
37,437.630524,154.795761
38,416.161743,155.835098
39,395.044983,156.565247
40,373.625519,156.841736
41,353.211273,156.669952
42,329.802521,157.472443
43,305.189911,158.507385
44,279.808380,159.502792
45,456.335052,129.793655
46,434.594025,130.757202
47,412.664642,131.624680
48,391.296265,132.392746
49,370.391327,132.361115
50,350.628387,131.406021
51,327.605194,131.582657
52,303.150024,132.439209
53,277.852905,133.032272
