corner_index,x,y
0,458.696930,240.603485
1,435.798523,240.346588
2,412.194427,239.603821
3,387.711243,239.276596
4,363.303925,238.527710
5,338.387238,237.683685
6,312.749573,237.191742
7,287.494873,236.460205
8,261.518951,235.516113
9,460.254150,215.761993
10,437.153137,215.371231
11,413.473480,214.535004
12,389.092499,213.644180
13,364.383789,213.076050
14,339.290527,212.340485
15,313.506836,211.485931
16,288.332062,210.472672
17,262.462341,209.659836
18,461.190155,191.176651
19,438.439270,190.348404
20,414.342896,189.537323
21,390.125977,188.419846
22,365.265350,187.491180
23,339.946259,186.508881
24,314.502136,185.533707
25,289.138580,184.654099
26,263.423004,183.827957
27,461.595154,166.355438
28,437.190460,166.264221
29,412.701630,165.579346
30,389.060242,164.365402
31,365.420319,162.410736
32,340.660065,160.995956
33,315.492645,160.220932
34,289.592926,159.252274
35,263.893982,158.408173
36,460.526245,142.221191
37,436.155579,142.317780
38,411.686096,141.896027
39,387.718231,140.686874
40,363.863495,139.140594
41,340.687561,136.251404
42,315.785858,134.686401
43,290.469299,133.761292
44,264.716522,132.842377
45,459.694092,118.194778
46,435.237274,118.425087
47,410.597778,118.476242
48,386.650482,117.506294
49,363.469421,115.416550
50,341.005096,111.973969
51,316.393646,110.229141
52,291.251556,108.905235
53,265.551849,107.879074
