corner_index,x,y
0,247.673508,105.137306
1,270.235168,111.654030
2,292.352417,118.283249
3,314.200684,124.636452
4,335.801117,131.033371
5,357.575531,137.140472
6,380.277924,142.351990
7,402.837677,146.813202
8,425.501587,150.934769
9,241.403152,128.295853
10,263.830475,134.590851
11,286.002014,141.083054
12,308.037170,147.433594
13,330.226929,153.635406
14,352.398865,159.558121
15,375.142731,164.759705
16,397.820984,169.518417
17,420.725403,173.820801
18,234.867416,151.432770
19,257.616333,157.813751
20,279.979858,164.044983
21,302.358215,170.083282
22,324.683380,176.226639
23,346.935120,181.900375
24,369.926025,187.370468
25,392.701050,192.111816
26,415.834045,196.720917
27,228.829773,174.778214
28,251.550385,180.878159
29,274.352509,187.138718
30,296.804077,193.089645
31,319.271606,199.076950
32,341.901184,204.520279
33,364.633728,209.929642
34,387.628693,215.006805
35,410.701111,219.788956
36,222.727798,198.214111
37,245.711914,204.148178
38,268.529175,210.216599
39,291.322174,216.113373
40,313.902344,221.875397
41,336.549561,227.490128
42,359.526398,232.764832
43,382.463806,237.900543
44,405.635834,242.836472
45,216.793808,221.580643
46,239.980652,227.558624
47,262.868835,233.396484
48,285.650970,239.178619
49,308.486206,245.074158
50,331.378571,250.439865
51,354.391083,255.788849
52,377.366730,260.886475
53,400.533936,265.910156
