corner_index,x,y
0,226.500275,199.707550
1,246.490265,188.245224
2,267.185425,176.287048
3,288.265747,164.234222
4,309.515900,151.984940
5,331.281250,139.596085
6,353.239471,127.179993
7,375.415619,114.401604
8,397.850281,101.512154
9,236.160889,222.341888
10,256.787720,210.605362
11,277.750122,199.060669
12,298.869781,187.052185
13,320.621094,175.033508
14,342.522919,162.712891
15,364.790710,150.336075
16,387.252899,137.587250
17,409.780792,124.823479
18,246.399994,244.726883
19,267.266510,233.513382
20,288.523895,221.863846
21,309.586975,210.200806
22,331.698181,198.163422
23,353.804291,186.092438
24,376.278595,173.691544
25,399.001648,161.315201
26,421.786591,148.473007
27,256.030518,267.646973
28,277.271057,256.670135
29,298.709595,245.118774
30,320.520813,233.554031
31,342.556641,221.717484
32,365.008057,209.653961
33,387.643585,197.427002
34,410.572144,184.896805
35,433.751404,172.362473
36,264.072784,290.292206
37,286.124207,279.576599
38,308.279510,268.401123
39,330.558228,257.009491
40,353.315247,245.404190
41,375.835144,233.426834
42,398.850525,221.272186
43,421.910675,208.964157
44,445.532623,196.461838
45,270.984161,312.564606
46,294.188110,302.332733
47,317.108582,291.645752
48,340.099548,280.578796
49,363.330933,269.092285
50,386.420227,257.318298
51,409.677063,245.321732
52,433.341278,233.160034
53,457.151642,220.669678
