corner_index,x,y
0,447.318726,267.064362
1,420.311707,269.773438
2,393.567078,272.665558
3,366.983887,275.438477
4,340.770142,278.144714
5,314.917389,280.943390
6,289.168854,283.416656
7,263.739288,285.921112
8,238.655716,288.560486
9,444.602631,239.792389
10,417.794830,242.859177
11,390.996948,245.735977
12,364.706879,248.740265
13,338.391113,251.566528
14,312.723602,254.351318
15,287.059906,257.158447
16,261.617035,259.761292
17,236.228607,262.499603
18,441.640533,212.752716
19,415.057251,215.964783
20,388.561096,219.108261
21,362.108948,222.147217
22,335.928101,225.154739
23,310.146149,227.964172
24,284.549316,230.811874
25,259.112030,233.644409
26,233.732651,236.487106
27,438.647614,185.678467
28,412.249146,189.248901
29,385.926270,192.457703
30,359.551575,195.580276
31,333.372253,198.674194
32,307.411469,201.630493
33,281.704285,204.656754
34,256.248718,207.582626
35,231.138702,210.616150
36,435.729980,158.966110
37,409.359650,162.536636
38,383.040680,165.877167
39,356.611298,169.071396
40,330.354553,172.258499
41,304.476257,175.411499
42,278.768372,178.466461
43,253.400055,181.616806
44,228.209732,184.675018
45,432.548309,132.300049
46,406.321930,136.049118
47,380.078644,139.523239
48,353.511078,142.574265
49,327.417755,145.973251
50,301.456024,149.186050
51,275.797119,152.454376
52,250.410126,155.670135
53,225.348816,158.845657
