corner_index,x,y
0,223.799988,153.253479
1,240.511353,145.672089
2,256.519012,138.412048
3,272.207001,131.465729
4,287.096313,124.587944
5,302.533386,117.515060
6,319.347412,108.809898
7,336.663696,99.282578
8,354.438263,89.382751
9,233.446152,173.696030
10,250.059448,165.937424
11,266.194519,158.249374
12,281.703125,150.856400
13,297.575195,143.252777
14,313.495514,135.383514
15,330.121033,126.509331
16,347.193085,117.200104
17,364.497864,107.509926
18,243.908752,193.866867
19,260.468231,185.651276
20,276.476318,177.533203
21,292.587311,169.541626
22,308.453156,161.523026
23,324.482422,153.323853
24,340.977539,144.297867
25,357.755859,134.978012
26,374.930542,125.376434
27,255.025757,213.568710
28,271.363739,205.184692
29,287.498810,196.686676
30,303.489410,188.327637
31,319.472778,180.007050
32,335.491364,171.319504
33,351.864410,162.248230
34,368.563171,152.671341
35,385.490143,143.198624
36,266.046356,233.564072
37,282.466370,224.591934
38,298.650360,215.786697
39,314.631256,207.136749
40,330.580872,198.357559
41,346.581268,189.386093
42,363.054810,179.990402
43,379.495514,170.557983
44,396.188965,160.801239
45,277.412109,253.265442
46,293.730286,243.941498
47,309.882416,234.767395
48,325.802979,225.728149
49,341.710663,216.688004
50,357.738861,207.397339
51,374.072510,197.865768
52,390.454956,188.378052
53,406.940399,178.661484
