corner_index,x,y
0,498.469696,231.114746
1,473.876465,236.055222
2,449.264954,240.874847
3,424.684723,245.603516
4,400.278809,250.319336
5,375.933533,254.812500
6,351.716187,259.534851
7,327.795532,264.209106
8,303.991913,268.578033
9,493.736053,206.486633
10,469.166229,211.384171
11,444.592621,216.380478
12,420.022339,221.202072
13,395.539825,225.969498
14,371.250916,230.663422
15,346.962646,235.394501
16,322.955292,240.028412
17,299.093750,244.695160
18,489.100769,181.743607
19,464.500763,186.775482
20,439.873718,191.705734
21,415.360748,196.636581
22,390.806702,201.455139
23,366.384247,206.264771
24,342.299683,211.037506
25,318.197205,215.802460
26,294.418915,220.567825
27,484.017181,157.192825
28,459.473999,162.472946
29,434.952026,167.555359
30,410.587097,172.422165
31,386.148895,177.188950
32,361.747864,181.808197
33,337.503571,186.705734
34,313.643738,191.507263
35,289.882477,196.394058
36,478.860565,132.764893
37,454.463806,138.363312
38,430.164581,143.646713
39,405.792480,148.568100
40,381.438110,153.225296
41,357.202057,157.536972
42,332.943085,162.530762
43,309.189331,167.372604
44,285.468567,172.376556
45,473.614563,108.671814
46,449.471130,114.458984
47,425.294800,119.825996
48,401.199219,125.016594
49,376.876648,129.291855
50,352.740631,133.590561
51,328.616791,138.538498
52,304.659668,143.442719
53,281.139130,148.539841
