corner_index,x,y
0,378.198181,264.430359
1,357.417786,266.185547
2,336.049530,267.816345
3,313.728882,269.331085
4,290.522369,270.756165
5,266.839905,272.141937
6,242.354813,273.772156
7,217.459381,275.171387
8,191.777344,276.475525
9,377.901123,240.126816
10,357.127991,241.385025
11,335.491333,242.507065
12,313.163818,243.828033
13,289.678864,245.154099
14,265.661957,246.166245
15,241.333908,247.707123
16,216.373428,248.730179
17,190.723190,249.945038
18,377.220032,215.595566
19,356.781250,216.421997
20,334.837433,217.477051
21,312.407440,218.336151
22,289.060303,219.302933
23,264.813782,220.151505
24,240.267395,221.387161
25,215.232224,222.276398
26,189.475494,223.449036
27,376.150818,190.791977
28,353.852325,191.867371
29,331.362885,192.696655
30,309.433258,193.361649
31,287.235291,193.634720
32,263.742096,194.034775
33,238.961273,195.094727
34,213.718048,195.833466
35,188.259933,196.689270
36,373.544342,166.618774
37,351.140778,167.584244
38,328.579041,168.324814
39,306.189606,168.581116
40,283.623840,168.705078
41,261.696228,168.431534
42,237.583832,168.766235
43,212.509216,169.598740
44,186.988144,170.329132
45,371.321381,142.562607
46,348.678680,143.439651
47,325.761902,143.975616
48,303.220062,144.411072
49,281.070374,144.174362
50,259.826019,143.175934
51,235.968704,143.196213
52,211.078659,143.515732
53,185.546768,144.160217
