corner_index,x,y
0,457.628235,245.949844
1,430.632935,245.256454
2,404.441711,244.211823
3,378.676239,243.341873
4,353.714813,242.215881
5,329.448730,241.271469
6,305.860809,240.094116
7,282.935852,239.314453
8,260.633301,238.231216
9,458.295441,218.504211
10,431.362427,217.753922
11,404.790680,217.333694
12,379.443329,216.520905
13,354.465759,215.580444
14,330.469543,214.858109
15,306.619171,214.417603
16,284.118500,213.480789
17,261.581146,212.803207
18,458.760590,191.187424
19,431.722565,190.570404
20,405.741699,190.339386
21,380.099884,189.607437
22,355.420410,189.297165
23,331.441833,188.660858
24,308.107056,188.431915
25,285.420349,188.201492
26,263.412506,187.522598
27,459.755493,163.624344
28,434.298981,164.509354
29,408.942261,165.167374
30,383.354523,164.570023
31,357.408600,163.399765
32,332.663544,162.546616
33,309.724731,162.626343
34,287.326935,162.633362
35,265.400665,162.772812
36,461.010864,137.153824
37,436.308746,138.740479
38,411.707153,139.897415
39,386.513702,139.889740
40,361.128845,139.312408
41,335.696472,137.560287
42,311.819092,137.429337
43,289.625732,137.727829
44,267.802002,138.308487
45,462.360809,110.775528
46,437.875031,112.962112
47,414.194885,114.862762
48,389.502716,115.691444
49,364.195801,115.093750
50,338.742371,112.802887
51,314.734589,112.613853
52,292.062042,113.256409
53,270.205078,113.793472
