corner_index,x,y
0,289.594971,111.394142
1,311.262268,110.875557
2,334.471619,110.965607
3,358.714844,111.371216
4,384.608765,112.335648
5,411.320343,113.120338
6,437.938171,114.016205
7,463.480621,114.429482
8,487.377075,114.606117
9,284.860809,136.324646
10,307.859375,136.498550
11,331.750000,137.410370
12,357.112183,138.488647
13,383.404388,139.383118
14,409.951782,140.483353
15,436.456787,141.594543
16,462.128815,142.498459
17,487.052856,143.360107
18,281.876801,161.892334
19,305.601837,162.931320
20,330.339142,164.298004
21,355.595398,165.492294
22,382.077332,166.598663
23,408.472137,168.087769
24,434.784912,169.412460
25,460.696472,170.641830
26,486.029999,171.841553
27,279.727264,188.232742
28,303.991089,189.555099
29,328.701385,190.977386
30,354.469421,192.486893
31,380.544128,193.923828
32,407.071686,195.506241
33,433.251343,197.082275
34,459.045135,198.764221
35,484.744934,200.465530
36,278.346710,214.276230
37,302.467804,216.030457
38,327.519287,217.700165
39,353.050354,219.468582
40,379.430511,221.245682
41,405.491180,222.962799
42,431.647644,224.946609
43,457.464203,226.866272
44,483.364136,228.979126
45,277.026398,240.522324
46,301.416840,242.409866
47,326.336945,244.350494
48,351.656525,246.232849
49,377.991028,248.208633
50,404.170471,250.211792
51,430.136383,252.505951
52,456.028809,254.755066
53,481.793945,257.384430
