corner_index,x,y
0,404.697540,256.483368
1,382.807678,252.006821
2,360.447784,247.411377
3,337.369781,242.662689
4,313.751373,237.676270
5,289.671356,232.729691
6,265.386230,227.598618
7,240.949722,222.703094
8,216.356659,217.475891
9,409.717468,232.726120
10,388.123566,228.150009
11,365.637817,223.335419
12,342.638367,218.410172
13,318.822266,213.328384
14,294.892181,208.373734
15,270.653351,203.207855
16,246.255920,197.840225
17,221.542969,192.732239
18,414.751770,209.112610
19,393.365875,204.342361
20,370.625916,199.388458
21,347.739746,194.150055
22,324.232361,188.778717
23,300.205536,183.684128
24,275.926636,178.394394
25,251.384064,173.207764
26,226.738434,168.068344
27,419.201752,185.371094
28,396.221069,180.881271
29,373.271057,176.271713
30,350.887115,170.670532
31,328.669800,164.755844
32,305.313873,159.145859
33,280.813110,153.919952
34,256.592499,148.572128
35,231.909897,143.474350
36,422.319153,162.197784
37,399.021729,157.864487
38,376.146698,153.291000
39,353.690338,147.833176
40,331.231720,141.895432
41,309.714233,135.199219
42,286.021088,129.530869
43,261.674194,124.224632
44,237.145660,119.221001
45,425.480621,139.078384
46,402.333557,134.953842
47,379.042725,130.575516
48,356.546936,125.187378
49,334.890900,118.944649
50,314.212646,111.617584
51,290.815491,105.491539
52,266.631378,100.206604
53,242.456528,94.834251
