corner_index,x,y
0,199.527374,123.462654
1,219.388474,123.001640
2,240.814590,123.164650
3,263.807190,123.662064
4,288.753967,124.507187
5,314.687744,125.572571
6,340.535034,126.492577
7,364.652649,127.358765
8,386.781158,127.779251
9,193.920319,147.891144
10,215.318008,148.459015
11,237.596695,149.436081
12,261.695587,150.424683
13,287.152740,151.771149
14,313.087860,153.095840
15,338.673035,154.405777
16,363.259308,155.611420
17,386.610168,156.600983
18,190.551270,173.392365
19,212.505707,174.562881
20,235.629730,176.017136
21,260.056519,177.549545
22,285.570496,179.066391
23,311.368988,180.496292
24,336.959595,182.201447
25,361.552185,183.896469
26,385.422668,185.456223
27,187.819290,199.430283
28,210.669586,201.100952
29,233.999344,202.750641
30,258.672424,204.462219
31,284.248566,206.309479
32,309.673248,208.161697
33,335.037201,210.208099
34,359.638306,212.183472
35,384.187439,214.153564
36,186.321198,225.397995
37,208.997284,227.385605
38,232.597046,229.481964
39,257.088226,231.719009
40,282.748108,233.680634
41,308.103333,235.710098
42,333.217651,238.147751
43,357.905243,240.276779
44,382.444275,242.848557
45,184.802368,251.090622
46,207.518997,253.497177
47,231.273788,256.011108
48,255.725113,258.265869
49,281.181763,260.582581
50,306.507874,263.200806
51,331.291595,265.799530
52,356.133301,268.555817
53,380.641724,271.436920
