corner_index,x,y
0,233.869720,63.195862
1,254.440781,72.430946
2,275.124634,81.703987
3,295.753082,91.325447
4,316.560974,100.714676
5,337.581848,110.450386
6,358.711304,120.369064
7,379.782074,130.365936
8,400.686310,140.671814
9,224.135513,83.904129
10,244.594833,93.354576
11,265.326294,102.890190
12,286.005432,112.355843
13,306.602631,121.862717
14,327.580811,131.573380
15,348.691650,141.387314
16,369.878418,151.238937
17,391.237000,161.215424
18,214.467056,105.046539
19,234.950912,114.553368
20,255.739075,124.050056
21,276.259979,133.563889
22,296.979431,143.214798
23,317.703339,152.803864
24,338.771698,162.621613
25,359.965363,172.490097
26,381.313629,182.475159
27,204.675201,125.854538
28,225.365509,135.513351
29,245.800568,144.911850
30,266.589905,154.727753
31,287.390259,164.486130
32,308.129883,174.203674
33,329.055786,183.979248
34,350.169189,193.866348
35,371.418396,203.760269
36,195.479431,146.888214
37,215.577621,156.513229
38,236.342667,166.129929
39,256.715607,175.719284
40,277.713318,185.599106
41,298.439514,195.418579
42,319.428711,205.106918
43,340.315887,215.054398
44,361.548218,225.099792
45,186.143265,167.760666
46,206.116608,177.485428
47,226.522171,187.292374
48,247.220612,196.907120
49,267.891266,206.607040
50,288.730011,216.418381
51,309.595642,226.384781
52,330.626801,236.210693
53,351.776184,246.196198
