corner_index,x,y
0,250.319183,110.577072
1,271.486694,112.267677
2,291.722595,113.903419
3,311.709229,115.542351
4,331.432648,116.977509
5,350.051270,118.733368
6,369.596649,119.710533
7,389.867432,120.475082
8,410.535278,120.966988
9,250.568436,134.451477
10,271.582245,135.847824
11,291.788025,137.277298
12,311.852966,138.473785
13,331.570251,139.960892
14,350.617889,140.995468
15,370.492706,141.924606
16,390.523804,142.510406
17,410.715424,142.906174
18,250.737671,158.512344
19,271.724274,159.646988
20,292.156097,160.640747
21,312.436493,161.695786
22,332.189545,162.561081
23,351.634369,163.569000
24,371.614349,164.237030
25,391.544434,164.549774
26,411.455292,164.769775
27,251.237549,182.749176
28,271.830505,183.562622
29,292.515381,184.471191
30,312.837280,185.087875
31,332.962311,185.556122
32,352.719818,186.283630
33,372.686279,186.540192
34,392.537964,186.648560
35,412.559174,186.833755
36,251.290787,207.361847
37,272.404907,207.600998
38,293.485748,207.986832
39,313.647797,208.439514
40,334.087158,208.527084
41,353.928986,208.785324
42,373.854187,208.977600
43,393.631897,208.992706
44,413.502502,208.942688
45,251.764755,231.585144
46,273.376892,231.559326
47,294.279999,231.637970
48,314.762939,231.583374
49,335.179016,231.632385
50,355.270630,231.587189
51,375.166534,231.496567
52,394.857239,231.387527
53,414.608093,231.228500
