corner_index,x,y
0,421.001770,241.128632
1,394.650970,243.195068
2,368.520203,245.015182
3,342.877502,246.920349
4,317.095459,248.795105
5,292.031036,250.669159
6,266.593231,252.339294
7,240.991394,254.060028
8,216.213531,255.607330
9,419.270294,214.752762
10,392.808044,216.714050
11,366.827179,218.795135
12,340.945709,220.811035
13,315.389374,222.741974
14,290.090118,224.535126
15,264.671082,226.395630
16,239.583633,228.195755
17,214.468369,229.865952
18,416.954590,188.386826
19,391.060120,190.640778
20,365.017944,192.707016
21,339.290802,194.782532
22,313.747620,196.851135
23,288.450195,198.804764
24,263.108154,200.458282
25,237.857346,202.405365
26,212.677414,204.162827
27,415.120392,162.257538
28,389.156433,164.511536
29,363.317322,166.766998
30,337.578125,168.766434
31,311.965637,171.082657
32,286.799774,172.847061
33,261.226593,174.841553
34,236.205994,176.449570
35,211.000427,178.327072
36,413.293457,136.277023
37,387.345093,138.613571
38,361.474304,140.846390
39,336.060303,143.052124
40,310.550110,145.210098
41,285.203949,147.206329
42,259.819763,149.027512
43,234.543152,150.916229
44,209.396622,152.505310
45,411.328918,110.409271
46,385.440369,112.816093
47,359.834564,115.288284
48,334.502991,117.553032
49,309.104309,119.841431
50,283.691620,121.765839
51,258.305115,123.616302
52,232.968063,125.398628
53,207.630493,127.124260
