corner_index,x,y
0,196.707840,171.679520
1,218.034973,161.371933
2,238.898895,151.174835
3,259.532196,141.096100
4,279.799591,131.441223
5,299.637909,121.974594
6,319.184357,112.598175
7,338.478790,103.501183
8,357.551605,94.514931
9,207.377075,193.085052
10,228.390045,182.668594
11,249.001709,172.519180
12,269.149689,162.460220
13,288.847168,152.602676
14,308.470825,143.168228
15,327.992950,133.641800
16,347.150391,124.374237
17,366.331177,115.158333
18,217.607758,214.554993
19,238.323441,204.198013
20,258.710815,193.688416
21,278.576965,183.708923
22,298.115356,173.720078
23,317.507935,164.105545
24,336.853790,154.405487
25,355.898010,145.062500
26,374.844269,135.624191
27,227.592224,236.091003
28,247.999054,225.417084
29,267.961365,215.181107
30,287.702820,204.807617
31,307.396332,194.806854
32,326.649567,184.873779
33,345.764923,175.188309
34,364.726898,165.579086
35,383.625641,156.168320
36,237.322510,257.239166
37,257.707275,246.738556
38,277.796265,236.180557
39,297.406769,225.760010
40,316.708832,215.516815
41,335.682495,205.639969
42,354.792511,195.686768
43,373.573883,185.971786
44,392.305817,176.485916
45,246.601028,277.811035
46,267.253479,267.580994
47,287.390564,257.037903
48,306.968323,246.531296
49,326.138397,236.270523
50,344.860809,225.993088
51,363.661743,216.144608
52,382.326263,206.156372
53,400.877563,196.572144
