corner_index,x,y
0,504.431610,174.696609
1,488.560150,184.123413
2,472.064819,193.669983
3,454.912048,203.476685
4,437.294312,213.483582
5,418.681122,223.576050
6,399.818573,233.912643
7,380.559906,244.556778
8,360.857391,255.479172
9,497.474335,154.045486
10,481.545105,163.340988
11,464.944946,172.689896
12,447.633575,182.160629
13,429.531403,192.054794
14,411.034576,202.164566
15,391.991730,212.299988
16,372.562775,222.672943
17,352.562592,233.552170
18,489.755127,133.356842
19,474.319977,142.038101
20,457.240936,151.384979
21,439.738190,160.626358
22,421.490601,170.388763
23,402.638397,180.207687
24,383.373627,190.346069
25,363.668823,200.539825
26,343.518066,211.280869
27,481.378113,112.314880
28,463.419586,121.625565
29,445.567078,131.064545
30,428.426880,140.036407
31,411.416687,148.690689
32,393.402130,158.151520
33,373.716949,168.108017
34,353.900360,178.213043
35,333.486572,188.552948
36,471.216797,91.753487
37,452.705109,101.262306
38,434.502808,110.585434
39,416.719086,119.506592
40,399.408905,128.251266
41,382.277679,136.535187
42,363.438232,145.759857
43,343.421692,155.804871
44,322.793610,166.036163
45,461.189117,71.291031
46,442.365570,80.633621
47,423.569366,90.102318
48,405.399536,98.978790
49,388.122101,107.368393
50,371.387329,115.089417
51,352.497864,123.849365
52,332.598297,133.542877
53,312.136658,143.498383
