corner_index,x,y
0,358.816254,250.533386
1,340.424835,252.201004
2,321.084381,253.898483
3,300.974335,255.701187
4,280.251251,257.221100
5,258.683655,258.754974
6,236.626297,260.401703
7,213.768158,261.894012
8,190.611877,263.358063
9,359.147919,227.774139
10,340.872467,229.116013
11,321.333649,230.492096
12,301.343781,231.907791
13,280.271729,233.211472
14,258.539093,234.404663
15,236.363022,235.878784
16,213.520325,237.152100
17,190.247498,238.312241
18,359.264648,204.751907
19,341.118713,205.873123
20,321.401764,207.055206
21,301.419708,208.085480
22,280.308502,209.158401
23,258.498383,210.058868
24,235.929031,211.281708
25,213.179749,212.184952
26,189.621490,213.331375
27,358.897675,181.793121
28,338.772583,182.645279
29,318.596283,183.691101
30,298.817444,184.264542
31,279.180023,184.725418
32,258.261475,185.622345
33,235.463043,186.234314
34,212.544250,187.161255
35,189.002808,187.794327
36,357.086426,158.650314
37,336.641693,159.588638
38,316.351501,160.245514
39,296.113953,160.565811
40,276.146698,160.981583
41,256.676544,161.108932
42,234.884689,161.481979
43,211.673462,162.083466
44,188.171158,162.598282
45,355.544373,135.777512
46,334.844543,136.421158
47,314.087982,136.950653
48,293.427643,137.441299
49,273.945251,137.321075
50,255.238632,136.606384
51,233.524734,136.659744
52,211.005875,137.072556
53,187.426071,137.576797
