corner_index,x,y
0,165.284286,116.552116
1,187.582993,123.270409
2,209.808472,129.653122
3,231.813705,136.238754
4,253.714447,142.471146
5,275.864166,148.774063
6,298.466675,154.336975
7,320.783875,158.896606
8,342.946381,163.190872
9,158.745834,139.384048
10,180.926682,146.018173
11,203.389526,152.391434
12,225.462494,158.615829
13,247.612488,165.048431
14,270.115234,171.154999
15,292.750305,176.671570
16,315.238861,181.469940
17,337.723114,186.329666
18,152.088364,162.295609
19,174.695999,168.841049
20,197.105362,175.216446
21,219.353485,181.370468
22,241.595154,187.511002
23,264.289948,193.578903
24,287.101837,199.123657
25,309.705872,204.293274
26,332.343811,209.335938
27,145.757599,185.231781
28,168.355774,191.629196
29,190.837845,197.728104
30,213.355103,204.114624
31,235.690735,210.178772
32,258.473389,216.287140
33,281.249603,221.797958
34,303.910614,226.964630
35,326.805573,232.358780
36,139.539368,208.186630
37,162.186279,214.460770
38,184.835907,220.676239
39,207.272614,226.924850
40,230.039871,232.938293
41,252.643799,239.070023
42,275.491638,244.569138
43,298.465210,250.224670
44,321.245941,255.432266
45,133.437088,231.092819
46,156.267044,237.555099
47,178.838547,243.611755
48,201.405640,249.677475
49,224.195206,255.889221
50,246.823929,261.776337
51,269.610870,267.499054
52,292.508545,273.170288
53,315.474335,278.547852
