corner_index,x,y
0,372.467682,234.498489
1,346.319519,241.711044
2,320.381104,248.836746
3,294.653564,256.030426
4,269.047363,262.968964
5,243.881454,269.700317
6,218.662155,276.049561
7,193.714462,282.557861
8,169.057632,288.920929
9,365.680847,208.742493
10,339.785950,216.088867
11,314.067413,223.242966
12,288.568756,230.090103
13,262.945190,237.364395
14,237.841873,244.077774
15,212.754303,250.825195
16,187.917450,257.408783
17,163.200165,263.569275
18,358.694427,182.800705
19,333.121002,190.514420
20,307.732574,197.730087
21,282.158630,204.820221
22,256.927246,211.676498
23,231.797256,218.672394
24,207.039108,225.357788
25,182.188049,231.857925
26,157.279968,238.294891
27,351.929321,157.407211
28,326.528381,164.845566
29,301.316589,172.370438
30,276.065063,179.547363
31,250.775131,186.695526
32,225.883759,193.604980
33,200.931366,200.315063
34,176.243713,206.711609
35,151.462234,213.185974
36,345.154846,132.257614
37,319.885620,139.815964
38,294.695221,147.259323
39,269.695923,154.545013
40,244.761154,161.715714
41,220.028870,168.666580
42,195.144958,175.250900
43,170.410049,181.837906
44,145.611526,188.117523
45,338.338135,107.490761
46,313.268677,115.143936
47,288.333710,122.692528
48,263.714172,130.056946
49,238.876663,137.380173
50,214.195953,144.138245
51,189.344147,150.542267
52,164.587494,156.948135
53,139.863373,163.520203
